"doi","publication_date","title","biod","citeulike","crossref","scopus","pubmed","researchblogging","nature","bloglines","postgenomic","facebook","twitter","wikipedia","scienceseeker","counter_html","counter_pdf","counter_xml","counter","pmc_html","pmc_pdf","pmc","mendeley_readers","mendeley_groups","mendeley","comments","comment_replies","trackbacks","f1000","article_type"
"10.1371/journal.pbio.0020020",2004-02-17,"Immune Activation and CD8<sup>+</sup> T-Cell Differentiation towards Senescence in HIV-1 Infection",0,0,90,170,67,0,0,0,0,0,0,0,0,12275,1781,74,14130,1726,867,2593,44,0,44,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0020021",2004-01-20,"Role of <italic>Saccharomyces</italic> Single-Stranded DNA-Binding Protein RPA in the Strand Invasion Step of Double-Strand Break Repair",0,0,29,58,31,0,0,0,0,0,0,0,0,7200,756,64,8020,994,421,1415,29,0,29,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0020022",2004-02-17,"pRb Inactivation in Mammary Cells Reveals Common Mechanisms for Tumor Initiation and Progression in Divergent Epithelia",0,0,17,31,13,0,0,0,0,0,0,1,0,6328,843,61,7232,1268,438,1706,11,0,11,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0020023",2004-01-20,"Mechanism Suggests How HIV Protein Disrupts Immune Cell Migration",0,0,1,0,0,0,0,0,0,0,0,0,0,2519,135,47,2701,293,34,327,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020024",2004-01-20,"Long-Lasting Novelty-Induced Neuronal Reverberation during Slow-Wave Sleep in Multiple Forebrain Areas",0,9,47,106,30,0,0,0,0,0,0,0,0,11334,1448,69,12851,1285,590,1875,66,0,66,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0020025",2004-01-20,"<italic>PLoS Biology</italic> in Action",0,1,1,2,1,0,0,0,1,0,0,1,0,6803,158,80,7041,235,48,283,5,0,5,0,0,0,0,"Editorial"
"10.1371/journal.pbio.0020026",2004-01-20,"Visualizing Noncentrosomal Microtubules during Spindle Assembly",0,0,0,0,0,0,0,0,0,0,0,0,0,1411,76,47,1534,171,24,195,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020027",2004-02-17,"Bridging the ScienceâPolicy Divide",0,0,1,3,1,0,0,0,0,0,0,1,0,2907,389,58,3354,140,37,177,14,0,14,0,0,0,0,"Community Page"
"10.1371/journal.pbio.0020028",2004-01-20,"RNAi Therapeutics: How Likely, How Soon?",0,0,15,21,3,0,0,0,0,0,0,0,0,28681,2425,124,31230,1690,648,2338,28,0,28,0,0,0,0,"Feature"
"10.1371/journal.pbio.0020029",2004-02-17,"Functional Bias and Spatial Organization of Genes in Mutational Hot and Cold Regions in the Human Genome",0,2,26,45,23,0,0,0,0,0,0,0,0,5482,596,57,6135,706,228,934,38,0,38,0,0,0,1,"Research Article"
"10.1371/journal.pbio.0020030",2004-02-17,"Lefty Blocks a Subset of TGF? Signals by Antagonizing EGF-CFC Coreceptors",0,0,47,67,13,0,0,0,0,0,0,0,0,4732,715,63,5510,1116,489,1605,9,0,9,0,0,0,1,"Research Article"
"10.1371/journal.pbio.0020031",2004-02-17,"Engineered Biosynthesis of Regioselectively Modified Aromatic Polyketides Using Bimodular Polyketide Synthases",0,0,27,29,13,0,0,0,0,0,0,0,0,6968,992,59,8019,1563,663,2226,18,0,18,0,0,0,4,"Research Article"
"10.1371/journal.pbio.0020032",2004-01-20,"Protein Essential for Malarial Parasite to Reach and Infect Liver Cells",0,0,2,0,0,0,0,0,0,0,0,0,0,2514,204,52,2770,745,89,834,1,0,1,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020033",2004-01-20,"Evolution of Primate Sense of Smell and Full Trichromatic Color Vision",0,1,0,0,0,0,0,0,0,0,0,0,0,10522,727,74,11323,1938,181,2119,4,0,4,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020034",2003-12-15,"âSuicideâ Proteins Contribute to Sperm Creation",0,0,0,0,0,0,0,0,0,0,0,0,0,2485,134,50,2669,277,41,318,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020035",2004-02-17,"Cracking the Polyketide Code",0,1,8,8,2,0,0,0,0,0,0,0,0,6762,855,49,7666,806,443,1249,28,0,28,0,0,0,0,"Primer"
"10.1371/journal.pbio.0020036",2004-02-17,"Treatment of Terminal Peritoneal Carcinomatosis by a Transducible p53-Activating Peptide",0,1,53,93,15,0,0,0,0,0,0,0,0,14116,1187,66,15369,1752,717,2469,0,0,0,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0020037",2004-01-20,"Brain Activity during Slow-Wave Sleep Points to Mechanism for Memory",0,1,0,0,0,0,0,0,0,0,0,0,0,6741,416,54,7211,1499,126,1625,1,0,1,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020038",2004-01-20,"Researchers Add to Proteomics Toolbox",0,0,0,0,0,0,0,0,0,0,0,0,0,1720,89,49,1858,183,85,268,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020039",2004-01-13,"Gene Expression Signature of a Fibroblast Serum Response Predicts Cancer Progression",0,0,0,0,0,0,0,0,0,0,0,0,0,4539,357,59,4955,306,86,392,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020040",2004-02-17,"Tumour Suppressor GenesâOne Hit Can Be Enough",0,0,4,8,1,0,0,0,0,0,0,0,0,4192,319,56,4567,541,97,638,3,0,3,0,0,0,0,"Journal Club"
"10.1371/journal.pbio.0020041",2004-02-17,"T-Cell Differentiation and Progression of HIV Infection",0,0,0,0,0,0,0,0,0,0,0,0,0,7687,344,63,8094,1221,200,1421,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020042",2004-03-16,"Identifying Protein FunctionâA Call for Community Action",0,2,30,67,38,0,0,5,0,4,0,0,0,6389,558,60,7007,982,262,1244,32,0,32,0,0,0,0,"Essay"
"10.1371/journal.pbio.0020043",2004-03-16,"The Strange Case of the Armored Scale Insect and Its Bacteriome",0,0,6,6,1,0,0,0,0,0,0,0,0,8967,447,58,9472,1206,156,1362,31,0,31,0,0,0,0,"Unsolved Mystery"
"10.1371/journal.pbio.0020044",2004-02-17,"The Effect of Learning on the Function of Monkey Extrastriate Visual Cortex",0,1,44,67,14,0,0,0,0,0,0,0,0,5618,723,77,6418,666,243,909,61,0,61,0,0,0,1,"Research Article"
"10.1371/journal.pbio.0020045",2004-02-17,"Learning-Induced Improvement in Encoding and Decoding of Specific Movement Directions by Neurons in the Primary Motor Cortex",0,3,10,36,9,0,0,0,0,0,0,0,0,4224,556,52,4832,770,238,1008,53,0,53,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0020046",2004-02-17,"What Causes Stuttering?",0,0,20,28,6,1,0,0,0,0,0,0,1,47554,2757,111,50422,7077,1230,8307,33,0,33,1,0,0,0,"Unsolved Mystery"
"10.1371/journal.pbio.0020047",2004-02-17,"Dissecting the Urge to Create",0,0,0,0,0,0,0,0,0,0,0,0,0,2502,133,53,2688,822,65,887,1,0,1,0,0,0,0,"Book Review/Science in the Media"
"10.1371/journal.pbio.0020048",2004-02-17,"Quality Information for Improved Health",0,0,2,0,0,0,0,0,0,0,0,1,0,3529,123,61,3713,166,50,216,3,0,3,0,0,0,0,"Community Page"
"10.1371/journal.pbio.0020049",2004-02-17,"Design and Diversity in Bacterial Chemotaxis: A Comparative Study in <named-content xmlns:xlink=""http://www.w3.org/1999/xlink"" content-type=""genus-species"" xlink:type=""simple"">Escherichia coli</named-content> and <named-content xmlns:xlink=""http://www.w3.org/1999/xlink"" content-type=""genus-species"" xlink:type=""simple"">Bacillus subtilis</named-content>",0,11,41,63,27,0,0,0,0,0,0,0,0,10610,1742,69,12421,927,368,1295,73,0,73,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0020050",2004-03-16,"A Spontaneous, Recurrent Mutation in Divalent Metal Transporter-1 Exposes a Calcium Entry Pathway",0,0,13,30,9,0,0,0,0,0,0,0,0,4596,571,61,5228,943,351,1294,10,0,10,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0020051",2004-02-17,"Mutation Rates and Gene Location: Some Like It Hot",0,0,0,0,0,0,0,0,0,0,0,0,0,3299,164,45,3508,971,91,1062,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020052",2004-02-17,"A New Trade Framework for Global Healthcare R&amp;D",0,1,18,30,12,0,0,0,0,0,0,0,0,12736,1752,80,14568,1973,332,2305,15,0,15,0,0,0,0,"Essay"
"10.1371/journal.pbio.0020053",2004-02-17,"New AntibioticsâResistance Is Futile",0,3,1,4,0,0,0,0,0,0,0,0,0,18121,1025,79,19225,1838,289,2127,20,0,20,0,0,0,0,"Feature"
"10.1371/journal.pbio.0020054",2004-02-17,"World on Fire",0,0,0,2,1,0,0,0,0,0,0,0,0,5775,293,60,6128,544,67,611,31,0,31,0,0,0,0,"Feature"
"10.1371/journal.pbio.0020055",2004-03-16,"Preferential Duplication of Conserved Proteins in Eukaryotic Genomes",0,3,37,82,44,0,0,0,0,0,0,0,0,5278,837,59,6174,664,228,892,60,0,60,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0020056",2004-02-17,"Engineering Bacteria to Make âUnnaturalâ Natural Drugs",0,0,0,0,0,0,0,8,0,0,0,0,0,3672,150,57,3879,350,61,411,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020057",2004-03-16,"No Evidence of Neandertal mtDNA Contribution to Early Modern Humans",0,3,106,119,39,1,0,0,0,0,0,20,0,38199,4400,139,42738,3613,1128,4741,176,0,176,0,0,0,1,"Research Article"
"10.1371/journal.pbio.0020058",2004-02-17,"Activating p53 in Cancer Cells with Protein Therapy Shows Preclinical Promise",0,0,0,0,0,0,0,0,0,0,0,0,0,4101,355,73,4529,2175,236,2411,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020059",2004-02-17,"A New Breast Cancer Model",0,0,1,0,0,0,0,0,0,0,0,0,0,4494,436,57,4987,215,80,295,4,0,4,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020060",2004-02-17,"When Monkeys Learn Directional Tasks, Neurons Learn Too",0,0,0,0,0,0,0,0,0,0,0,0,0,1379,72,41,1492,123,13,136,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020061",2004-02-17,"Diverse Signals Establish the Left-Right Body Axis",0,0,0,0,0,0,0,0,0,0,0,0,0,2156,79,48,2283,163,24,187,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020062",2004-02-17,"Learning to Discern Images Modifies Neural Activity",0,0,0,0,0,0,0,0,0,0,0,0,0,2679,55,46,2780,162,13,175,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020063",2004-02-17,"PLoS Medicine",0,0,0,0,0,0,0,0,0,0,0,1,0,11378,93,52,11523,300,43,343,4,0,4,0,0,0,0,"Editorial"
"10.1371/journal.pbio.0020064",2004-03-16,"Taste Perception: Cracking the Code",0,0,6,8,1,0,0,0,1,0,0,3,0,44294,1625,153,46072,2634,292,2926,20,0,20,1,0,0,0,"Feature"
"10.1371/journal.pbio.0020065",2004-03-16,"Interaction Networks in Yeast Define and Enumerate the Signaling Steps of the Vertebrate Aryl Hydrocarbon Receptor",0,0,9,14,4,0,0,0,0,0,0,0,0,6167,403,62,6632,837,223,1060,13,0,13,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0020066",2004-02-17,"Comparing the Networks that Power Bacterial Chemotaxis",0,0,0,0,0,0,0,0,0,0,0,0,0,1855,156,43,2054,140,42,182,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020067",2004-03-16,"The DNA Story, Part III",0,0,0,0,0,0,0,0,0,0,0,0,0,3366,141,54,3561,540,35,575,1,0,1,0,0,0,0,"Book Review/Science in the Media"
"10.1371/journal.pbio.0020068",2004-03-16,"Endosymbiosis: Lessons in Conflict Resolution",0,0,18,27,12,0,0,0,0,0,1,5,0,12382,1665,75,14122,1998,506,2504,66,0,66,0,0,0,0,"Primer"
"10.1371/journal.pbio.0020069",2004-03-16,"Phylogenomics of the Reproductive Parasite <italic>Wolbachia pipientis w</italic>Mel: A Streamlined Genome Overrun by Mobile Genetic Elements",0,10,154,282,164,0,1,0,6,0,5,3,0,20526,2167,99,22792,2433,1264,3697,135,0,135,0,0,0,3,"Research Article"
"10.1371/journal.pbio.0020070",2004-03-16,"A Single Mutation Transforms an Iron Transporter into an Ion Channel",0,0,0,0,0,0,0,0,0,0,0,1,0,2783,197,51,3031,341,98,439,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020071",2004-03-16,"Evolution for the Next Generation",0,2,0,0,0,0,0,0,0,0,0,0,0,3674,273,49,3996,172,30,202,3,0,3,0,0,0,0,"Book Review/Science in the Media"
"10.1371/journal.pbio.0020072",2004-03-16,"NCEAS: Promoting Creative Collaborations",0,1,3,2,2,0,0,0,0,0,0,0,0,1737,121,51,1909,179,23,202,12,0,12,0,0,0,0,"Community Page"
"10.1371/journal.pbio.0020073",2004-03-16,"Protein Nanomachines",0,1,2,0,0,0,0,0,0,0,0,4,0,8917,764,82,9763,1982,471,2453,11,0,11,0,0,0,0,"Journal Club"
"10.1371/journal.pbio.0020074",2004-01-20,"A DNA-Binding Protein Helps Repair Breaks in DNA Double Helix",0,0,15,0,0,0,0,0,0,0,0,0,0,3139,218,56,3413,314,32,346,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020075",2004-03-16,"Circulation and Chemotaxis of Fetal Hematopoietic Stem Cells",0,0,50,84,26,0,0,0,0,0,0,0,0,10778,1497,75,12350,1535,839,2374,38,0,38,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0020076",2004-03-16,"Genome Sequence of the Intracellular Bacterium <named-content xmlns:xlink=""http://www.w3.org/1999/xlink"" content-type=""genus-species"" xlink:type=""simple"">Wolbachia</named-content>",0,0,1,1,0,0,0,0,0,0,0,0,0,5215,638,61,5914,410,161,571,4,0,4,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020077",2004-03-16,"Perceptual âRead-Outâ of Conjoined Direction and Disparity Maps in Extrastriate Area MT",0,4,11,25,12,0,0,0,0,0,0,0,0,3291,411,56,3758,572,117,689,22,0,22,0,0,0,4,"Research Article"
"10.1371/journal.pbio.0020078",2004-03-16,"N-Terminal Phosphorylation of the Dopamine Transporter Is Required for Amphetamine-Induced Efflux",0,0,62,89,37,0,0,0,0,0,0,0,0,6039,742,59,6840,1086,408,1494,28,0,28,0,0,0,3,"Research Article"
"10.1371/journal.pbio.0020079",2004-03-16,"Extensive Association of Functionally and Cytotopically Related mRNAs with Puf Family RNA-Binding Proteins in Yeast",0,3,135,263,160,0,0,0,1,0,0,1,0,12979,2719,86,15784,2340,1444,3784,71,0,71,0,0,0,8,"Research Article"
"10.1371/journal.pbio.0020080",2004-03-16,"Neandertals Likely Kept Their Genes to Themselves",0,0,0,0,0,0,0,0,0,0,0,0,0,6252,266,58,6576,219,73,292,1,0,1,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020081",2004-04-13,"Segmentally Variable Genes:A New Perspective on Adaptation",0,0,1,9,8,0,0,0,0,0,0,0,0,4595,538,70,5203,584,218,802,16,0,16,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0020082",2004-03-16,"mRNA Targets of RNA-Binding Proteins Suggest an Extensive System for Post-Transcriptional Regulation",0,0,0,0,0,0,0,0,0,0,0,0,0,4416,549,73,5038,270,68,338,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020083",2004-03-16,"Tracking Blood-Forming Stem Cells through Development",0,0,0,0,0,0,0,0,0,0,0,0,0,2585,123,53,2761,315,77,392,1,0,1,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020084",2004-03-16,"Conserved Genes Preferentially Duplicated in Evolution",0,0,0,0,0,0,0,0,0,0,0,0,0,2585,141,53,2779,1221,107,1328,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020085",2004-03-16,"A Holistic Approach to Evaluating Cellular Communication Pathways",0,0,5,0,0,0,0,0,0,0,0,0,0,2547,104,58,2709,186,42,228,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020086",2004-03-23,"Dissection and Design of Yeast Prions",0,4,49,90,48,0,0,0,0,0,0,0,0,15074,1362,81,16517,1273,734,2007,54,0,54,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0020087",2004-03-16,"A Mechanism for Amphetamine-Induced Dopamine Overload",0,0,0,0,0,0,0,0,0,0,0,1,0,3909,216,56,4181,3015,304,3319,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020088",2004-03-16,"Microstimulation of Neurons Distinguishes Neural Contribution to Perception",0,0,0,0,0,0,0,0,0,0,0,0,0,1726,82,53,1861,425,29,454,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020089",2004-03-16,"Corrections: The Roles of APC and Axin Derived from Experimental and Theoretical Analysis of the Wnt Pathway",0,0,2,0,0,0,0,0,0,0,0,0,0,1929,169,55,2153,156,38,194,0,0,0,0,0,0,0,"Correction"
"10.1371/journal.pbio.0020090",2004-04-13,"Mimotopes for Alloreactive and Conventional T Cells in a PeptideâMHC Display Library",0,0,19,37,22,0,0,0,0,0,0,0,0,4160,552,57,4769,709,270,979,13,0,13,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0020091",2004-04-13,"Activation of Arp2/3 Complex: Addition of the First Subunit of the New Filament by a WASP Protein Triggers Rapid ATP Hydrolysis on Arp2",0,1,25,29,21,0,0,0,0,0,0,1,0,4762,692,56,5510,607,208,815,23,0,23,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0020092",2004-05-11,"Neural Induction in <italic>Xenopus</italic>: Requirement for Ectodermal and Endomesodermal Signals via Chordin, Noggin, ?-Catenin, and Cerberus",0,0,51,68,24,0,0,0,0,0,0,0,0,9640,1634,76,11350,2117,1035,3152,40,0,40,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0020093",2004-03-23,"Artificial Prions Created from Portable Control Elements",0,2,0,0,0,0,0,0,0,0,0,0,0,2977,132,54,3163,255,57,312,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020094",2004-04-13,"âMosaicâ Genes Highlight Forces of Genome Diversity and Adaptation",0,0,4,0,0,0,0,0,0,0,0,0,0,1762,102,45,1909,363,42,405,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020095",2004-02-10,"A Nuclear Function for Armadillo/?-Catenin",0,0,17,44,20,0,0,0,0,0,0,0,0,8050,1023,66,9139,1170,560,1730,6,0,6,0,0,0,1,"Research Article"
"10.1371/journal.pbio.0020096",2004-04-13,"Calcium Dynamics of Cortical Astrocytic Networks In Vivo",0,0,97,161,64,0,0,0,0,0,0,0,0,9975,2148,91,12214,1504,972,2476,93,0,93,2,0,0,0,"Research Article"
"10.1371/journal.pbio.0020097",2004-04-13,"Neural Activity When People Solve Verbal Problems with Insight",0,3,119,154,23,0,0,0,1,0,6,1,0,47183,4522,156,51861,1564,760,2324,128,0,128,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0020098",2004-02-24,"Sequence-Specific Inhibition of Small RNA Function",0,5,198,324,128,0,0,0,1,0,0,0,0,22379,4182,107,26668,3264,2117,5381,119,0,119,0,0,0,4,"Research Article"
"10.1371/journal.pbio.0020099",2004-04-13,"Avoiding URL Reference Degradation in Scientific Publications",0,1,2,4,2,0,0,0,0,0,0,0,0,3355,142,72,3569,170,42,212,3,0,3,2,0,0,0,"Correspondence and Other Communications"
"10.1371/journal.pbio.0020100",2004-04-13,"The Cytoskeleton In Vivo",0,0,0,0,0,0,0,0,0,0,0,0,0,3835,319,53,4207,324,85,409,15,0,15,0,0,0,0,"Journal Club"
"10.1371/journal.pbio.0020101",2004-04-13,"Peace Lessons from an Unlikely Source",0,1,1,3,0,0,0,0,0,2,0,0,0,14393,1090,80,15563,510,73,583,35,0,35,0,0,0,0,"Primer"
"10.1371/journal.pbio.0020102",2004-02-10,"Wnt Signaling Relies on Nuclear Armadillo",0,0,1,0,0,0,0,0,0,0,0,0,0,3069,101,48,3218,238,71,309,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020103",2004-04-13,"A Mechanism for Adding the First Link in a Nascent Actin Filament Chain",0,0,0,0,0,0,0,0,0,0,0,0,0,1135,52,50,1237,85,17,102,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020104",2004-02-24,"Genetic and Functional Diversification of Small RNA Pathways in Plants",0,5,369,591,265,0,0,0,0,0,0,0,0,24281,6264,144,30689,4150,2678,6828,107,0,107,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0020105",2004-04-13,"Who Pays for Open Access?",0,1,0,2,1,0,0,0,0,0,1,0,0,8877,442,80,9399,356,106,462,12,0,12,1,1,0,0,"Editorial"
"10.1371/journal.pbio.0020106",2004-04-13,"A Pacific Culture among Wild Baboons: Its Emergence and Transmission",0,3,20,34,11,1,1,0,0,3,6,1,0,26979,2833,100,29912,1747,478,2225,132,0,132,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0020107",2004-02-24,"Small RNA Pathways in Plants",0,0,0,0,0,0,0,0,0,0,0,0,0,3265,461,53,3779,912,321,1233,1,0,1,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020108",2004-04-13,"Semi-Supervised Methods to Predict Patient Survival from Gene Expression Data",0,16,91,187,106,0,0,0,0,0,0,0,0,11943,2162,93,14198,2421,1783,4204,91,0,91,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0020109",2004-03-30,"The Genetic Architecture of Parallel Armor Plate Reduction in Threespine Sticklebacks",0,2,99,130,38,0,0,0,0,0,0,0,0,8793,1577,68,10438,1147,317,1464,135,0,135,0,0,0,1,"Research Article"
"10.1371/journal.pbio.0020110",2004-05-11,"Mre11 Assembles Linear DNA Fragments into DNA Damage Signaling Complexes",0,1,37,73,35,0,0,0,0,0,0,0,0,6162,791,71,7024,568,271,839,13,0,13,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0020111",2004-04-13,"Neural Basis of Solving Problems with Insight",0,0,0,0,0,0,0,0,0,0,1,0,0,22640,686,62,23388,414,96,510,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020112",2004-04-13,"When Food Kills",0,0,0,0,0,0,0,0,0,0,0,0,0,2962,170,51,3183,363,55,418,1,0,1,0,0,0,0,"Book Review/Science in the Media"
"10.1371/journal.pbio.0020113",2004-04-13,"Troubled Waters: The Future of Global Fisheries",0,0,6,8,0,0,0,0,0,0,0,0,0,7635,953,84,8672,1644,194,1838,38,0,38,0,0,0,0,"Feature"
"10.1371/journal.pbio.0020114",2004-02-24,"Exploring Small RNA Function",0,1,0,0,0,0,0,0,0,0,0,0,0,3396,232,53,3681,298,86,384,1,0,1,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020115",2004-04-13,"A Window into the Brain Demonstrates the Importance of Astrocytes",0,0,0,0,0,0,0,0,0,0,0,0,0,1769,128,48,1945,216,27,243,1,0,1,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020116",2004-03-05,"Reason as Our Guide",0,1,8,13,6,0,0,0,0,0,0,5,0,23562,578,72,24212,1014,195,1209,9,0,9,0,0,0,0,"Essay"
"10.1371/journal.pbio.0020117",2004-04-13,"Phage Display Libraries Identify T Cells",0,0,0,0,0,0,0,0,0,0,0,0,0,2109,178,63,2350,224,95,319,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020118",2004-04-13,"Predicting Cancer Patient Survival with Gene Expression Data",0,1,1,0,0,0,0,0,0,0,0,0,0,3583,355,58,3996,139,55,194,1,0,1,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020119",2004-04-13,"Evaluating Disease Trends in Marine Ecosystems",0,0,0,0,0,0,0,0,0,0,0,0,0,2640,310,52,3002,134,47,181,1,0,1,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020120",2004-04-13,"The Elusive Baseline of Marine Disease: Are Diseases in Ocean Ecosystems Increasing?",0,0,50,122,11,0,0,0,0,4,0,0,0,12239,2367,95,14701,889,277,1166,118,0,118,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0020121",2004-04-13,"Chronic Wasting DiseaseâPrion Disease in the Wild",0,0,1,4,1,0,0,0,0,0,0,0,0,7285,475,79,7839,1108,261,1369,10,0,10,0,0,0,0,"Feature"
"10.1371/journal.pbio.0020122",2004-04-13,"A Wee Lesson in Science Communication",0,0,0,0,0,0,0,0,0,0,0,0,0,2883,322,58,3263,676,251,927,5,0,5,0,0,0,0,"Community Page"
"10.1371/journal.pbio.0020123",2004-06-15,"Topology and Robustness in the <italic>Drosophila</italic> Segment Polarity Network",0,5,44,77,30,0,0,0,0,0,0,0,0,6298,1176,73,7547,479,212,691,53,0,53,0,0,0,1,"Research Article"
"10.1371/journal.pbio.0020124",2004-04-13,"Emergence of a Peaceful Culture in Wild Baboons",0,0,0,0,0,0,0,0,0,8,0,0,0,8387,322,62,8771,2951,96,3047,0,0,0,0,0,0,0,"Synopsis"
"10.1371/journal.pbio.0020125",2004-04-13,"Yeast Prions: Protein Aggregation Is Not Enough",0,0,0,1,0,0,0,0,0,0,0,0,0,5024,689,55,5768,918,447,1365,12,0,12,0,0,0,0,"Primer"
"10.1371/journal.pbio.0020126",2004-03-23,"Accelerated Evolution of the <italic>ASPM</italic> Gene Controlling Brain Size Begins Prior to Human Brain Expansion",0,2,63,88,30,0,0,0,0,0,1,0,0,12349,1612,71,14032,2199,789,2988,57,0,57,0,0,0,0,"Research Article"
"10.1371/journal.pbio.0020127",2004-05-11,"Organizing the Vertebrate EmbryoâA Balance of Induction and Competence",0,0,2,1,1,0,0,0,0,0,0,0,0,5165,516,69,5750,1665,203,1868,18,0,18,0,0,0,0,"Primer"
